id_firma,domeniu,dovada
803,,cautare neefectuata; buget WebSearch epuizat (200/200)
785,fortech.ro,software development Cluj
786,fortech.ro,software development Cluj
787,,no website found
788,,no website found
789,fujikura-automotive.com,automotive wiring Romania
790,transilvanialeaders.ro,foundation website Cluj
791,proceduriaudit.ro,audit consulting Cluj
793,gamemine.com,mobile gaming Cluj
776,fdaam.ro,mutual help association Cluj
778,felinvest.com,real estate Cluj
779,fendercables.com,electrical cables distributor
780,,no website found
781,filofisitrandafir.ro,architecture studio Cluj
782,findernet.com,electrical equipment distributor
783,,no website found
784,apartamenteflor.ro,residential apartments Floresti
767,,no website found
769,evwholding.ro,commercial vehicles dealer
770,,no website found
771,natex.ro,natural food extracts
772,ey.com,professional services global
773,fanuc.eu,industrial automation Europe
774,farmec.ro,cosmetics manufacturer Cluj
775,,no website found
845,kpmg.com,professional services global
848,lecombirotica.ro,office supplies distributor
849,legofruct.ro,frozen vegetables producer
850,leier.ro,construction materials manufacturer
853,evanwijk.ro,logistics road freight
854,logitrust.ro,FMCG broker wholesale
855,,no website found
856,,no website found
831,instal-expert.ro,electrical installations HVAC
832,intercars.ro,auto parts distributor
834,invest-dej.com,electrical installations services
835,iquestgroup.com,software development services
837,kadra.ro,automated access systems
840,kinetoteam.ro,medical recovery center
842,knoxgroup.ro,textile clothing manufacturer
843,kadd.ro,advertising agency Cluj
818,httsky.com,ski binding manufacturing
819,,no website found
821,,no website found
822,huennebeck.com,formwork scaffolding systems
826,imcop.ro,concrete tiles manufacturer
827,imm-hydroest.ro,hydraulic hoses producer
829,impro.ro,roofing thermal panels
830,imsatservice.ro,electrical installations security
805,,no website found
