id_firma,firma,judet,localitate,cui
808,GRUP ENERGOINSTAL SA,CLUJ,Cluj Napoca,11009951
809,GRUP TAURUS DEVELOPMENT SRL,CLUJ,Cluj Napoca,25463418
812,HASIT ROMANIA SRL,CLUJ,Turda,13018697
813,HECO SCHRAUBEN SRL,CLUJ,Campia Turzii,19938938
814,HEISTERKAMP TRANSPORT ROMANIA SRL,CLUJ,Cluj Napoca,34512552
816,HERCE IMOBILIARE CLUJ SRL,CLUJ,Cluj Napoca,
817,HEXAGON EQUITY HOLDING SRL,CLUJ,Cluj Napoca,39897948
892,NET BRINEL,CLUJ,Cluj Napoca,5800900
897,NORSTAL SRL,CLUJ,Apahida,24489428
898,NOVA POWER & GAS SRL,CLUJ,Cluj Napoca,18680651
900,NTT DATA,CLUJ,Cluj Napoca,
902,NYER ROMANIA,CLUJ,Floresti,
905,OXYGEN,CLUJ,Cluj Napoca,
907,PABLO SIGN,CLUJ,Cluj Napoca,
883,MULTI COLOR CORPORATION,CLUJ,Cluj Napoca,
884,NADI AGRO SRL,CLUJ,Cluj-Napoca,27347355
885,NAGARRO IQUEST TECHNOLOGIES,CLUJ,Cluj Napoca,
886,NAICON SOFTWARE SRL,CLUJ,Cluj Napoca,
887,NAPOCHIM IMOBILIARE,CLUJ,Cluj Napoca,
888,NASTIMED SERV SRL,CLUJ,Cluj Napoca,8939059
889,NEOMEQ SRL,CLUJ,Cluj Napoca,29104220
890,NEON PRODUCT SRL,CLUJ,Cluj Napoca,4744402
870,MHP CONSULTING ROMANIA SRL,CLUJ,Cluj Napoca,32675812
872,MIRACULICS MEDIA,CLUJ,Cluj Napoca,30089507
874,MOBILE DISTRIBUTION SRL,CLUJ,Cluj Napoca,9338154
875,MODULO DECORATIVE SOLUTIONS,CLUJ,Turda,16170788
876,MOL ROMANIA PETROLEUM PRODUCTS,CLUJ,Cluj Napoca,
877,MOLDOVAN CARMANGERIE SR,CLUJ,Sannicoara,6224937
880,MOTILOR SRL,CLUJ,Cluj Napoca,2872367
882,MSG SYSTEMS ROMANIA SRL,CLUJ,Cluj Napoca,24415960
858,MAGIC SILVER DISTRIBUTION SRL,CLUJ,Cluj-Napoca,11662844
859,MARELLI CLUJ ROMANIA SRL,CLUJ,Cluj Napoca,36341700
860,MARIFLOR PRODCOM SRL,CLUJ,Gherla,7371200
862,MEDIA EVENT TOUR,CLUJ,Apahida,18547800
865,MEGALOC IMOB SRL,CLUJ,Floresti,36964392
866,MEGAMIX COMIMPEX SRL,CLUJ,Cluj Napoca,5227617
868,METRO MEDIA TRANSILVANIA,CLUJ,Cluj Napoca,
869,MFM CONSTRUCT SRL,CLUJ,Cluj Napoca,31116936
951,ROUTIER EUROPEAN TRANSPORT SRL,CLUJ,Gilau,10012185
952,RTZ & PARTNERS S.P.R.L,CLUJ,Cluj Napoca,
953,SAAN TRUCKING SRL,CLUJ,Cluj Napoca,34844870
955,SALICE COMPROD SRL,CLUJ,Cluj Napoca,12532567
957,SANEX SA,CLUJ,Cluj Napoca,199028
958,SANTOMAR ONCODIAGNOSTIC SRL,CLUJ,Cluj Napoca,24454900
960,SDC IMOBILIARE,CLUJ,Cluj Napoca,26442448
961,SECPRAL PRO INSTALATII SRL,CLUJ,Cluj-Napoca,10166281
941,RITAK SRL,CLUJ,Mihai Viteazu,6528030
942,RMB INTER AUTO SRL,CLUJ,Cluj Napoca,4016034
944,RODEAPPS SRL,CLUJ,Cluj Napoca,28911249
945,ROLICOM IMPORT EXPORT SRL,CLUJ,Cluj-Napoca,199605
