id_firma,domeniu,dovada
971,softvision.com,Cluj-Napoca studio official
1034,,no corporate website found
1035,,industrial manufacturer site unknown
1036,,electronics distributor website
1037,,design studio no website
1039,vlg.ro,cables company official
1040,volvotrucks.ro,Volvo Trucks Romania center
1043,wincon.ro,construction company website
1044,wesee.ro,wind energy services
1025,upvision.ro,design architecture firm
1026,,meat production factory
1015,utilben.ro,construction equipment dealer
1029,,investment company no website
1030,,candy confectionery manufacturer
1012,,real estate developer no website
1013,,wellness products farm
1019,undoi.ro,advertising agency directory
1005,,software company no website
1006,tqcluj.ro,construction materials supplier
1007,,transportation logistics company
1008,transart.ro,business software ERP
1009,tcarpatica.ro,steel metalwork company
1010,,railway freight transport
1003,,Italian construction branch
1004,,FMCG beverages distributor
1082,,electrical equipment wholesale
1086,clmtrans.com,road transportation services
1088,navrom.ro,river navigation fluvial
1089,criomecsa.ro,cryogenic industrial services
1095,dynamic-sg.ro,PVC profiles production
1096,,metal waste recycling
1097,,cereals seeds wholesale
1072,,food beverages importer
1074,,steel materials distributor
1075,belor.ro,fertilizers cereals trader
1076,,import export machinery
1077,,construction betting services
1079,,beverages wholesale beverages
1080,selir.com,outsourcing BPO services
1081,,freight logistics services
1062,,bakery bread manufacturer
1065,,cereals seeds trading
1023,ubb.ro,Babes-Bolyai university
1027,usamvcluj.ro,agricultural sciences university
1021,ubb.ro,Babes-Bolyai Cluj university
1024,umfcluj.ro,medicine pharmacy university
1022,usamvcluj.ro,agricultural sciences university
1020,,software services Raiffeisen
