id_firma,domeniu,dovada
696,carpatinsolv.ro,site propriu in rezultate: carpatinsolv.ro/contact si /despre-noi; practician insolventa Cluj-Napoca
697,,doar directoare (termene; risco; cylex; kompass) + facebook/linkedin; niciun site propriu
700,astecomedical.ro,site propriu in rezultate: astecomedical.ro (home; despre; contact); Centrul Medical Asteco Cluj
679,,nicio potrivire; rezultate doar restaurante similare din Floresti; niciun site propriu
680,perpetuum.ro,pagina Contact www.perpetuum.ro in rezultate; potrivire nume Ax Perpetuum Impex Cluj
681,,doar directoare; axaimobiliarecluj.ro e alta firma (imobiliare; nu comert en-gros)
683,bancatransilvania.ro,site oficial www.bancatransilvania.ro in rezultate; sediu Cluj-Napoca
685,,doar profil dnb.com; niciun site propriu in rezultate
686,blade.ro,site propriu in rezultate: blade.ro (Blade Solutions - servicii IT Cluj; str. Eugen Ionesco 47)
687,blitz.ro,site propriu in rezultate: blitz.ro/contact-cluj; email office@blitz.ro pe termene
688,,doar profiluri avocatnet/avocatura; niciun site propriu al SCA Bochis & Gavra
755,emerson.com,Emerson SRL Cluj = subsidiara Emerson Electric; emerson.com/en-us/news/automation/1404-cluj in rezultate
756,emsfloorgroup.com,pagina Contact emsfloorgroup.com in rezultate; EMS Floor / EMS FHP Systems Turda pardoseli epoxidice
757,endava.com,cautare 2: site oficial endava.com (locations; careers); Endava Romania SRL sediu Cluj-Napoca
760,,doar directoare (paginiaurii; kompass; cylex; bestjobs); niciun site propriu
761,,doar directoare (risco; emis; paginiaurii; termene; kompass); niciun site propriu
762,,doar directoare + articole Ziar de Cluj (grup Lannutti); niciun site propriu in rezultate
763,eurogsm.ro,site propriu in rezultate: eurogsm.ro/contact (Partener Orange); email internet@eurogsm.ro
764,,niciun rezultat specific firmei; doar alte business-centere din Cluj
742,,doar pagina Facebook drbinsolvency; niciun site propriu in rezultate
744,,doar directoare (termene; risco; targetare; confidas; cylex); niciun site propriu
746,,doar directoare + presa (romania-insider; emis; dnb); niciun site propriu in rezultate
747,,doar directoare (listafirme; termene; risco; confidas); niciun site propriu
750,,doar directoare (termene; listafirme; kompass; cylex); niciun site propriu
751,electroglobal.ro,site propriu in rezultate: electroglobal.ro/en (locatie Cluj-Napoca; careers)
753,elite.ro,site propriu in rezultate: elite.ro (Elite Grup dezvoltator imobiliar; Elite City Cluj)
754,,doar directoare (targetare; termene; confidas; risco; dnb); niciun site propriu
731,,fosta CYEB SRL actuala MVM Energy Trade Plus (listafirme); niciun site propriu in rezultate
732,,dandmconstruction.com pare firma straina fara legatura cu Gilau; restul doar directoare
734,daciacluj.ro,pagina Contact daciacluj.ro in rezultate; adresa Calea Turzii 253-255 corespunde Dacia Service Cluj Feleac
735,,doar directoare + presa (ziarulfaclia); firma agricola fara site propriu in rezultate
736,,doar directoare (paginiaurii; firmadeincredere); niciun site propriu
738,,doar directoare (termene; risco; cylex; kompass; dnb); delonghi.com nu a aparut in rezultate
739,deltamed.ro,site propriu in rezultate: deltamed.ro (producator ambulante; Gilau)
741,,doar directoare (listafirme; targetare; dnb; termene) + facebook; niciun site propriu
721,carmangeriamoldovan.ro,rebranding Cosm-Fan -> Moldovan Carmangeria Sannicoara; site carmangeriamoldovan.ro/info/despre-noi in rezultate
722,,doar directoare (paginiaurii; listafirme; kompass; bizoo); cosmeticplant.ro nu a aparut nici la a doua cautare
723,cplconcordia.ro,site propriu in rezultate: cplconcordia.ro/contact + PDF date contact OSD Filiala Cluj
724,craftingsoftware.com,pagina Contact craftingsoftware.com in rezultate; Crafting Software Cluj-Napoca (joberty; clutch)
725,cramavatrarosia.com,site propriu in rezultate: cramavatrarosia.com (magazin; homepage); crama din Fizesu Gherlii
726,,doar directoare + presa (gazetadecluj); niciun site propriu in rezultate
727,,doar directoare (bizoo; termene; listafirme; energynomics); niciun site propriu
730,luminiacluj.ro,romanian-companies.eu indica explicit website CYANE SRL = luminiacluj.ro; dezvoltatorul complexului Luminia
794,,doar directoare + glassdoor/facebook/linkedin; garmin.com nu a aparut in rezultate
795,,doar lista operatori ecoinspect.ro; niciun site propriu in rezultate
796,gdmr.ro,site propriu in rezultate: gdmr.ro/en/contact-2; email office@gdmr.ro
798,,necautat: buget WebSearch al sesiunii epuizat (200/200)
800,,necautat: buget WebSearch al sesiunii epuizat (200/200)
801,,necautat: buget WebSearch al sesiunii epuizat (200/200)
802,,necautat: buget WebSearch al sesiunii epuizat (200/200)
