id_firma,domeniu,dovada
558,,doar directoare (kompass; risco; targetare); niciun site propriu in rezultate
559,,doar directoare si pagini brand (emag; wikipedia); niciun site propriu Tchibo Brands RO in rezultate
560,,doar directoare (termene; zoominfo; cylex); niciun site propriu in rezultate
561,technoelectric.ro,site propriu technoelectric.ro (pagina Contact); fondata 1994 concorda cu CUI 6149258
562,techtex.ro,site propriu techtex.ro - textile medicale; sediu Baneasa Bucuresti; nume identic
563,techventures.bank,site propriu techventures.bank (pagini contact; sucursale; despre noi)
565,,doar directoare (termene; risco; cylex; bizoo); niciun site propriu in rezultate
540,,ambiguu - rezultatele indica doar institutia de stat SPP (spp.ro); nicio firma privata identificata
542,starkey.ro,raspunsul cautarii indica explicit website www.starkey.ro pentru Starkey Laboratories SRL Bucuresti
543,steelmet.ro,site propriu steelmet.ro (pagina contact) si email office@steelmet.ro in rezultate
544,strabag.ro,site propriu strabag.ro (STRABAG in Romania); birou Bucuresti din 1994
545,stratumenergy.com,site propriu stratumenergy.com; Stratum Energy Romania LLC sucursala Bucuresti
547,,doar directoare (listafirme; risco; termene; kompass); niciun site propriu in rezultate
550,svn.ro,site propriu svn.ro (SVN Romania Offices; sediu Strada Paris 12 Bucuresti)
551,syncons.eu,site propriu syncons.eu (Synergy Construct - General Contractor Design & Build; Projects)
615,valor.ro,site propriu valor.ro (..:: VALOR S.P.R.L. ::..) practician insolventa Sector 1
617,,doar directoare (paginiaurii; kompass; risco; sicap); niciun site propriu in rezultate
619,,firma devenita Inetum Romania; niciun domeniu propriu Vauban in rezultate
621,,doar director kompass pentru Vega-2000 SA; niciun site propriu in rezultate
623,verbund.ro,site propriu verbund.ro (anunturi achizitii Verbund Wind Power Romania)
624,,doar directoare (paginiaurii; kompass; confidas; termene); niciun site propriu in rezultate
626,,doar directoare (termene; confidas; dnb; kompass); niciun site propriu Vestas in rezultate
627,,doar directoare (risco; paginiaurii; termene; cylex); niciun site propriu in rezultate
605,unitygroup.ro,raspunsul cautarii indica explicit website unitygroup.ro (agentie branding si comunicare Bucuresti)
606,universalsolution.ro,site propriu universalsolution.ro (regie publicitate outdoor; pagini solutii si contact)
607,,ambiguu - firma redenumita Cros Container; transportmarfauniversal.com apartine altei firme Universal Spedition
610,upswing.ro,site propriu upswing.ro (agentie SEO si content marketing Bucuresti)
611,,doar directoare si wikipedia; niciun site propriu in rezultate
612,uzinsidergc.ro,site propriu uzinsidergc.ro (pagina contact Uzinsider General Contractor)
613,vando.gr,pagina locatie Bucharest Romania pe site-ul grupului vando.gr (V+O Communication)
614,valdomedica.ro,site propriu valdomedica.ro (importator distribuitor materiale medicale; pagina contact)
597,,doar directoare (termene; infoquick; lege5; listafirme); niciun site propriu in rezultate
598,uipath.com,site propriu uipath.com (community.uipath.com Bucharest); firma fondata la Bucuresti
599,ungersteel.com,site propriu ungersteel.com (pagina General Contracting Bucharest) si email office.ro@ungersteel.com
600,unicredit.ro,site propriu unicredit.ro (pagina asistenta UniCredit Bank Romania)
601,unifarm.ro,site propriu unifarm.ro (pagini company si contact C.N. UNIFARM S.A.)
602,,doar directoare (termene; targetare; dnb; risco); uniqa.ro nu apare in rezultate
603,unitedcom.org,raspunsul cautarii indica explicit website www.unitedcom.org (United Marketing Partner)
604,unitedmedia.ro,site propriu unitedmedia.ro (full-service media agency; adresa Tiriac Tower Bucuresti)
586,totalpr.ro,site propriu totalpr.ro (agentie PR; pagina contact)
587,toyota-forklifts.ro,raspunsul cautarii indica explicit website www.toyota-forklifts.ro pentru TMH Romania
588,tpa-group.ro,site propriu tpa-group.ro (homepage RO si pagina locatie Bucharest)
589,tradeville.ro,site propriu tradeville.ro (broker online; wikipedia confirma)
590,,niciun rezultat pentru firma exacta; doar firme similare agro-trans
591,transelectrica.ro,site propriu transelectrica.ro (pagini despre noi; prezentare; contact)
594,trident-pharma.ro,site propriu trident-pharma.ro (pagini home si contact Trident Pharma)
596,,doar bestjobs; linkedin; facebook; pmb.ro; niciun site propriu in rezultate
666,,doar directoare (rocketreach; zoominfo; risco; sicap); niciun site propriu in rezultate
667,,doar liste primarie si directoare; niciun site propriu in rezultate
668,,doar directoare (termene; kompass; targetare; paginiaurii); niciun site propriu in rezultate
