id_firma,domeniu,dovada
1832,,
1835,,
1840,,
2206,,
2207,,
2208,,
2213,,
2214,,
2215,,
2218,,
2183,tiberiuglas.ro,glass processing thermal insulation
2185,tiger.ro,security firm guarding monitoring
2186,,
2189,,
2193,,
2197,,
2203,,
2204,,
2150,,
2151,,
2162,,
2164,,
2166,,
2173,,
2180,,
2134,smartdreamers.com,recruitment marketing automation platform
2137,,
2143,,
2146,,
2147,,
2149,str8minds.com,digital creative agency design
1990,,
1995,,
2010,,
2011,,
1969,,
1974,,
1978,,
1979,,
1982,,
1985,,
1988,automag.ro,automotive parts online store
1989,,
1945,,
1958,,
1959,,
1963,oleander.ro,flowers plants landscaping services
1968,,
1905,,
1912,,
