id_firma,domeniu,dovada
1708,,
1709,,
1669,farel.ro,Contact page website
1671,,
1673,,
1675,,
1676,,
1679,,
1804,,
1805,,
1809,,
1816,,
1819,,
1820,,
1821,,
1790,,
1792,,
1793,,
1794,,
1795,,
1799,,
1762,,
1763,foodpack.ro,Eco packaging manufacturer
1764,,
1767,imgp-sb.ro,Welding metal structural
1768,,
1774,,
1786,,
1746,,
1750,,
1758,,
1759,,
1760,,
1893,,
1894,,
1900,,
1903,,
1860,,
1861,,
1865,,
1883,,
1887,,
1892,,
1844,,
1848,,
1851,,
1852,mamma-mood.ro,Pizza catering restaurant
1858,,
1822,,
1830,,
