id_firma,domeniu,dovada
673,,doar directoare (listafirme.eu); niciun site propriu in rezultate
674,,niciun rezultat pentru firma; doar Napoca Recovery (alta firma)
676,atexpc.ro,site propriu atexpc.ro/despre-noi; ATEX Computer SRL Cluj-Napoca
678,autoworld.ro,site propriu autoworld.ro; dealer auto Cluj-Napoca fondat 1990
677,,doar directoare (dnb; listafirme; emis); site propriu absent din rezultate
652,wolftheiss.com,site propriu wolftheiss.com/countries/romania; email bucuresti@wolftheiss.com
654,yardi.com,romanian-companies.eu indica explicit site-ul firmei https://yardi.com (subsidiara Yardi)
655,2-connect.com,site propriu 2-connect.com; firma olandeza cable assembly cu fabrica in Cluj-Napoca
657,,doar directoare si presa; niciun site propriu in rezultate
658,accesa.eu,site propriu accesa.eu/about-us; Accesa IT Cluj-Napoca
661,,doar presa si directoare; dezvoltator imobiliar fara site propriu in rezultate
662,advantageaustria.org,site propriu advantageaustria.org cu pagina biroului Cluj-Napoca; email clujnapoca@advantageaustria.org
663,,redenumita Carpathia Pensii; niciun site propriu in rezultate
637,,mai multe firme Vogue in Bucuresti; niciun site propriu clar pentru CUI 11469925
640,wabag.ro,site propriu wabag.ro (WABAG Water Services SRL Bucuresti)
642,wdp.eu,site propriu wdp.eu; pagina Warehouses De Pauw Romania SRL pe wdp.eu
643,wavemakerglobal.com,site global al retelei Wavemaker (wavemakerglobal.com/contact); agentie WPP Bucuresti
646,whirlpool.ro,site propriu whirlpool.ro (Whirlpool Romania / European Appliances Romania SRL)
647,whitemountain.ro,site propriu whitemountain.ro/contact.html; email info@whitemountain.ro
648,wienerberger.ro,site propriu wienerberger.ro; sediu Bucuresti Sector 1
651,wfs.eu,site propriu wfs.eu (Wise Finance Solutions - English version)
628,vgpparks.eu,site propriu vgpparks.eu; pagini VGP Park Timisoara si Romania
629,viatris.com,site propriu viatris.com/ro-ro/lm/romania; email pv.romania@viatris.com
630,,doar directoare; niciun site propriu in rezultate
631,vinci-energies.ro,site propriu vinci-energies.ro cu pagina VINCI Energies Romania
633,vistra.com,directorul Kompass/PDF oficial indica www.vistra.com; pagina vistra.com/locations/emea/romania
634,vitalaire.ro,site propriu vitalaire.ro/contact; email info@vitalaire.ro
635,vitalis.com,site propriu vitalis.com (Vitalis Consulting - Leaders in Construction Management; Bucuresti)
636,vodafone.ro,site propriu vodafone.ro (Vodafone Romania SA)
709,centrulmedicalreview.com,site propriu centrulmedicalreview.com/contact (Centrul Medical Review Cluj-Napoca)
710,,doar directoare si presa; niciun site propriu in rezultate
712,chimsport-holding.ro,site propriu chimsport-holding.ro/contact.html (chimsport holding)
713,cmcasigurari.ro,site propriu cmcasigurari.ro/contact-cmc; email office@cmcasigurari.ro
714,,doar directoare si profil energynomics; niciun site propriu in rezultate
716,compexit.ro,site propriu compexit.ro/contact (Compexit Trading - dealer Skoda Cluj)
718,cjcluj.ro,site oficial cjcluj.ro; email infopublic@cjcluj.ro
719,,doar directoare; firma agricola fara site propriu in rezultate
701,medsancluj.ro,site propriu medsancluj.ro (Centrul Medical Medsan Cluj)
702,agrotransilvania.ro,site propriu agrotransilvania.ro (Centrul Agro Transilvania Dezmir)
703,,doar directoare medicale si social media; site propriu absent din rezultate
704,,doar Facebook si pagina wixsite; niciun domeniu propriu in rezultate
705,napomedica.ro,site propriu napomedica.ro/contact.html (Centrul Medical Napomedica Gherla)
706,novoengrama.ro,site propriu novoengrama.ro (Novoengrama - recuperare medicala Cluj-Napoca)
707,cmtransilvania.ro,site propriu cmtransilvania.ro/contact (Centrul Medical Transilvania Cluj)
708,interservisan.ro,site propriu interservisan.ro/contact (Interservisan Cluj-Napoca)
689,,redenumita Alstom GCC Romania; niciun site propriu in rezultate
692,,firma in faliment; doar directoare si anunturi lichidator
693,carbochim.ro,site propriu carbochim.ro/contact.html (Carbochim SA Cluj-Napoca)
694,cardiomedcluj.ro,site propriu cardiomedcluj.ro/contact (Cardiomed Cluj - centru medical)
695,,doar directoare; producator preparate carne fara site propriu in rezultate
