id_firma,domeniu,dovada
1164,,
1167,avatti.ro,Website contact page found
1169,avistrans.ro,International transport company
1171,,Global corporate site only
1172,bccbetoane.ro,Concrete producer Iasi
1149,,No Romanian domain found
1152,,No website found
1153,panifcom.ro,Commercial brand Agropan
1154,altenromania.ro,ALTEN delivery center
1155,,Global Amazon domain only
1158,arcadiamedical.ro,Hospital and clinics
1159,arcadiamedical.ro,Hospital and clinics
1146,aswarehouse.ro,Med supplies wholesale
1147,according.ro,Business solutions provider
1148,adnprefabricate.ro,Prefab concrete producer
1224,,No website found
1225,,Global GoDaddy domain only
1226,,No website found
1227,,Global Grenzebach domain only
1229,,No website found
1230,,Pharmaceutical retail only
1232,iasicon.ro,Construction company
1233,igwpower.com,Gear manufacturer global
1211,electroputerevfu.ro,Railway vehicle manufacturer
1212,elematis.ro,Electrical equipment distributor
1213,enviroconstruct.ro,Construction company
1214,,Company closed in 2024
1215,expresscredit.ro,Non-bank financial institution
1218,estexpress.ro,Food distribution Semper Fides
1220,fitermanpharma.ro,Pharmaceutical company
1221,focality.ro,IT solutions company
1198,,No website found
1200,,No website found
1202,,VAT fraud case
1205,democonstruct.ro,Construction company
1206,,No website found
1207,ddi.ro,Dental equipment supplier
1208,,No website found
1209,,Dental clinic
1188,,No website found
1189,citadinis.ro,Municipal road construction
1190,climatherm.ro,HVAC contractor
1191,cobyul.ro,Cleaning products retail
1193,sctpiasi.ro,Public transport operator
1195,conestevolution.ro,Residential complex
1196,conestiasi.ro,General construction company
1197,conexdist.ro,Auto parts distributor
1273,,No website found
1274,,No website found
1275,,No website found
