id_firma,domeniu,dovada
2465,,
2466,,
2467,deep-serv.ro,website homepage found
2468,,
2470,,
2346,,
2402,romoldova.com,about us page
2452,,
2454,annabella.ro,website content found
2455,artifexfashion.ro,home page
2456,aurora-odobesti.ro,online magazine found
2459,aviputna.ro,main website
57,licurici.com.ro,bacau website
49,,
50,,
51,,
52,,
53,,
54,intertradegroup.ro,contact page
55,intertranscom.ro,english version
56,,
40,demeco.ro,locations page
41,eduprogrup.ro,online store
42,electricplus.ro,partner orange
43,,
45,,
46,europrodfood.ro,food producer
47,,
48,fidolo.ro,agriculture company
24,,
25,capital-invest.ro,construction company
26,,
27,,
29,,
30,apabacau.ro,water company
34,coriolan-distributie.ro,distribution area
36,autocenter.ro,authorized vw dealer
143,vestra.ro,utilities company
264,,
326,,
353,optimpm.com,project management
368,palmed-patronat.ro,medical providers
374,patronatulroman.ro,employers association
387,philips.ro,contact page
2391,orientspedition.ro,forwarding company
2483,,
2069,,
2098,,
2100,,
2108,,
