id_firma,domeniu,dovada
462,,doar directoare (termene; targetare; dnb) + wikipedia Rohde & Schwarz; niciun site propriu in rezultate
529,,firma devenita Pluxee Romania; doar directoare (kompass; paginiaurii; confidas); niciun site propriu
531,,doar directoare si profil insurtech-hub; softelligence.com.mx este firma mexicana diferita; niciun site propriu clar
532,solarisbus.com,solarisbus.com/ro este pagina oficiala Solaris Bus & Coach Romania S.R.L.
534,,doar directoare (lege5; termene; kompass); niciun site propriu in rezultate
535,spectrumbrands.eu,listafirme indica explicit website-ul firmei https://spectrumbrands.eu; brand Remington in rezultate
536,hidroelectrica.ro,pagina de contact hidroelectrica.ro apare direct in rezultate pentru SPEEH Hidroelectrica SA
537,,doar profile bursiere (BVB; Yahoo; termene); site-ul propriu nu apare in rezultate
539,reginamaria.ro,site propriu www.reginamaria.ro (pagini spitale; Euroclinic; Baneasa) apare direct in rezultate
521,,doar directoare (lege5; kompass; targetare; firmania); site propriu neafisat in rezultate
522,,smartpoint.ai este firma straina de lockere fara legatura explicita cu SMART POINT SRL Bucuresti; niciun site propriu confirmat
523,smart-sa.ro,smart-sa.ro pagina contact si organizare; SMART SA filiala Transelectrica cu sediu Bucuresti
524,smartech.ro,listafirme indica website https://smartech.ro; pagina contact www.smartech.ro si email office@smartech.ro in rezultate
525,smartree.com,pagina de contact www.smartree.com apare in rezultate pentru Smartree Romania Sector 1
526,nuclearelectrica.ro,pagina About us nuclearelectrica.ro/snn apare in rezultate pentru SN Nuclearelectrica SA
527,electrica.ro,pagina de contact www.electrica.ro apare in rezultate pentru Societatea Energetica Electrica SA
528,ior.ro,site propriu www.ior.ro (pagina Contact si rapoarte AGOA); email ior@ior.ro in snippet
511,siemens.com,pagina oficiala siemens.com legal-info; email siemens.ro@siemens.com in snippet
512,signify.com,pagina de contact signify.com/ro-ro apare in rezultate pentru Signify Romania
513,siiromania.ro,site propriu www.siiromania.ro si pagina contact in rezultate; email office@siiromania.ro
514,simartis.ro,listafirme indica explicit website-ul http://www.simartis.ro pentru Simartis Telecom SRL
515,,doar directoare si profile (kompass; dnb; emis); site propriu neafisat in rezultate
517,,doar portaluri (cfir.ro; clustertec.ro; proidea.ro) si articole; site-ul propriu Sixense nu apare in rezultate
519,,rezultatele sunt firme omonime din SUA si Georgia (skylux.ge; skyluxco.com); nimic pentru firma romaneasca
520,,doar directoare (lege5; termene; kompass; emis); niciun site propriu in rezultate
500,,doar directoare (confidas; risco; kompass; panjiva); site-ul global slb.com nu apare in rezultate
501,se.com,www.se.com/ro/ro pagina oficiala Schneider Electric Romania in rezultate
502,sea.ro,snippet-ul indica explicit site-urile firmei www.sea.ro si www.surub.ro
503,,doar directoare (lege5; termene; dnb) si LinkedIn; site propriu neafisat in rezultate
504,,doar directoare (paginiaurii; targetare; termene; kompass); niciun site propriu
507,officeshoes.ro,paginile contact si termeni officeshoes.ro apar in cautarea firmei; Shoebox Product Romania opereaza magazinul Office Shoes
508,siad.ro,site propriu www.siad.ro (Home SIAD Romania) si pagina siad.com locations Bucharest in rezultate
510,,rezultatele se refera la Serviciul de Informatii Externe (institutie de stat); nu la o firma privata; fara site de firma
576,,doar LinkedIn si rezultate irelevante; site propriu neafisat in rezultate
577,,doar portaluri (iqads; techbehemoths; northdata; emis) si LinkedIn; site propriu neafisat
578,ro.timacagro.com,site oficial ro.timacagro.com apare de mai multe ori in rezultate; snippet indica Website https://ro.timacagro.com/
579,,doar directoare (targetare; termene; kompass; dnb) si econtact.ro; site propriu neafisat
581,,doar profile (zoominfo; crunchbase; wikipedia; LinkedIn); site propriu Tiriac Group neafisat in rezultate
582,,firma in insolventa; doar directoare si stiri (termene; lege5; agerpres; hotnews); niciun site propriu
583,tnt.com,pagina TNT locations Romania pe tnt.com in rezultate; TNT Romania devenita FedEx Express Romania
585,topline.ro,pagina de contact www.topline.ro/pro/contact in rezultate; email office@topline.ro in snippet
566,echipamentestoma.ro,pagina Contact - Tehno Electro Medical Company pe echipamentestoma.ro apare in rezultate
568,teletrans.ro,site propriu www.teletrans.ro (contact; despre noi) pentru Teletrans furnizor telecom Transelectrica
570,tempera.ro,snippet-ul indica explicit Website http://www.tempera.ro/ pentru Tempera Advertising SRL
571,,doar directoare (kompass; cylex; paginiaurii) si LinkedIn; site propriu neafisat in rezultate
572,,doar directoare (lege5; confidas; termene; paginiaurii); niciun site propriu
573,,doar directoare (lege5; targetare; confidas) si bestjobs/LinkedIn; niciun site propriu
574,teva-romania.ro,snippet-ul indica emailul oficial officero@teva-romania.ro pentru Teva Pharmaceuticals SRL Romania
575,,doar LinkedIn si clutch.co; houseprservices.com este agentie americana diferita; niciun site propriu
554,,rezultate ambigue (Syscom Process Control; Syscom Water Technology; Syscom Digital); niciun site propriu identificabil
