id_firma,domeniu,dovada
248,comtec-int.ro,site propriu in rezultate: comtec-int.ro titlu 'COMTEC 2000 INC | Produse electrice' + pagina contact
220,,doar directoare (termene/targetare/kompass) si portaluri auto; niciun domeniu propriu
227,basf.com,site propriu basf.com/ro/ro (pagina BASF Romania + contact office.romania@basf.com)
228,baumit.ro,site propriu baumit.ro/contact/locatii + email office@baumit.ro
231,bogart.ro,emailuri office@bogart.ro / marketing@bogart.ro in rezultate; site grup Bog'Art
232,boiron.ro,site propriu boiron.ro (pagina contact) in rezultate
233,borealis-lat.com,pagina contact RO borealis-lat.com/en/ro/contact in rezultate
234,bosch.ro,site propriu bosch.ro (pagina 'Bosch in Romania - Bucuresti')
235,,doar directoare (listafirme/termene/cylex/paginiaurii); niciun domeniu propriu
199,ro.agrana.com,site RO ro.agrana.com (imprint + shareholder info) + email office.romania@agrana.com
202,,doar LinkedIn si agregatoare (ampliz/apollo/zoominfo); niciun domeniu propriu
203,albalact.ro,site propriu albalact.ro (contact + pagini despre noi)
204,alcedo.ro,site propriu alcedo.ro (articol 'ALCEDO se muta intr-un nou sediu')
209,,doar portaluri (agendaconstructiilor) si firme straine omonime; niciun domeniu propriu
213,,doar directoare (b2bhint/targetare/birouinfo); niciun domeniu propriu
215,,doar directoare (termene/risco/kompass/afacerist); niciun domeniu propriu
218,autoitalia.ro,cautarea 2: autoitalia.ro/despre-noi - importator oficial Fiat/Alfa/Jeep din 1993 (potriveste firma din 1993)
301,,rezultate ambigue - firme straine omonime (Letonia/Pakistan); niciun domeniu propriu RO gasit
302,jll.ro,rezultatele indica explicit 'Website: www.jll.ro' pentru Jones Lang LaSalle Services SRL
303,,doar directoare (kompass/risco/dnb/listafirme); niciun domeniu propriu
305,masteractivities.ro,site propriu masteractivities.ro (pagina contact 'Just Master Activities')
308,kaufland.ro,site propriu kaufland.ro (despre-noi) + email office@kaufland.ro + subdomenii cariere/despre
309,kepler-rominfo.com,domeniu propriu kepler-rominfo.com ('Software. Delivered. - Kepler Rominfo') in rezultate
310,kia.ro,cautarea 2: kia.ro site oficial; pagina kia.ro despre KIA ROMAUTO (distribuitor oficial Kia din 2004)
311,kik.ro,site corporate companie.kik.ro (impressum + contact KiK Romania)
285,,doar directoare (confidas/targetare/termene); niciun domeniu propriu
291,ing.ro,site propriu ing.ro + email contact@ing.ro in rezultate
292,,interagro-srl.ro apartine altei firme (Interagro SRL, nu SA); niciun domeniu propriu al SA
295,,doar directoare si LinkedIn grup; niciun domeniu propriu in rezultate
297,,doar rezultate globale Ivanti (glassdoor/wikipedia/linkedin); domeniul firmei nu apare in rezultate
298,ivatherm.com,site propriu ivatherm.com ('Products with Herculane Thermal Water | Ivatherm')
299,,doar kompass si firme straine omonime (India); niciun domeniu propriu
300,,doar LinkedIn/pharmaboardroom/facebook; niciun domeniu propriu in rezultate
273,heidelbergmaterials.com,pagina 'Romania: local market presence' pe heidelbergmaterials.com (site grup, fosta HeidelbergCement)
274,,doar directoare chimice (echemi/chemicalregister) si kompass; niciun domeniu propriu
275,,doar profile globale (pitchbook/6sense/rocketreach); niciun domeniu propriu
277,,doar directoare (lege5/kompass/termene); niciun domeniu propriu
279,hs.at,site grup HS Timber hs.at (newsroom/blog) in rezultate; firma parte din HS Timber Group
281,hunterdouglas.ro,rezultatele indica explicit 'Website: www.hunterdouglas.ro' + email luxalon@hunterdouglas.ro
282,husqvarna.com,site propriu husqvarna.com/ro (contact + distribuitori); firma = importatorul Husqvarna Padure & Gradina
284,hyundai-motor.ro,rezultatele indica explicit 'Website: hyundai-motor.ro' (pagina contact Hyundai Auto Romania)
259,,doar agregatoare sucursale (bancibancomate/tiendeo) si directoare; domeniul propriu nu apare
260,creditcoop.ro,site propriu creditcoop.ro (pagina contact, sediu Calea Plevnei 200 Sector 6)
261,romcim.ro,firma redenumita ROMCIM SA; site propriu romcim.ro (locatii/contact) in rezultate
262,danone.ro,site propriu danone.ro (pagina contact) in rezultate
263,,doar directoare (kompass/targetare/pitchbook); emag.ro nu apare in rezultate
265,dccom.ro,site propriu www.dccom.ro ('DC Communication', str. Uranus 150 Sector 5)
266,,doar directoare (kompass/risco/firmania/adforum); niciun domeniu propriu
348,petrom.ro,imprint petrom.ro in rezultate (OMV Petrom Marketing = operatorul statiilor Petrom)
349,,doar firme straine omonime (India/SUA); niciun domeniu propriu RO gasit
