id_firma,domeniu,dovada
113,electroalfa.ro,electroalfa.ro/contact-page in rezultate; grupul Electroalfa Botosani
116,five-continents.eu,site oficial Five Continents Group (lactate Rachiti) in rezultate
118,,doar directoare in rezultate
189,,romanian-companies.eu indica site https://titangroup... (URL trunchiat); titangroup.ro inaccesibil (503) - neconfirmat
190,,doar directoare/presa in rezultate
191,,doar directoare/presa (iqads/youtube); fara site propriu in rezultate
192,bento.ro,raport BVB (BENTO): website www.bento.ro; email investors@bento.ro
193,,doar directoare in rezultate
194,,redenumita Hitachi Energy Romania; fara site propriu in rezultate
195,abb.com,new.abb.com/ro/abb-in-romania - paginile oficiale ABB Romania in rezultate
198,afcon-electra.com,afcon-electra.com/contacts in rezultate; nume identic
180,,doar directoare in rezultate
181,romnav.ro,cylex: titlu "Romnav SA - Www.romnav.ro"
182,romway.ro,romway.ro in rezultate; titlu ROMWAY; firma drumuri Braila
183,,doar directoare in rezultate
184,,doar directoare + social media in rezultate
185,,doar directoare in rezultate
186,,doar directoare in rezultate
187,,doar directoare in rezultate
169,,doar directoare/social media in rezultate
170,,doar directoare in rezultate
171,irmex.suzuki.ro,pagina oficiala dealer irmex.suzuki.ro/despre-noi (site pe domeniul Suzuki)
172,,doar directoare in rezultate
174,locket.ro,locket.ro/coverage: biroul Braila acopera BR GL TL CT CL IL BZ VN
175,locket.ro,acelasi grup Locket (aceeasi adresa Sos. Ramnicu Sarat 86); locket.ro aparut in rezultatele Locket
176,,franciza Vel Pitar; fara site propriu in rezultate
177,,doar directoare/presa in rezultate
158,chimagri.wordpress.com,blog oficial "Chimagri" pe wordpress.com in rezultate
159,comision-braila.ro,www.comision-braila.ro cu titlul "comision trade srl braila"
160,apabraila.ro,risco: website www.apabraila.ro; email dunarea@apabraila.ro; si cupdunarea.ro oficial
162,,doar directoare in rezultate
163,eldomir.ro,eldomir.ro (statii carburant/ferma) corespunde ELDOMIR SRL Tufesti (comert carburanti)
165,eurobuilding.ro,eurobuilding.ro/contact si /despre-noi in rezultate
166,,doar directoare/presa in rezultate
167,flip.ro,Flip Technologies = Flip (marketplace refurbished); flip.ro verificat prin fetch
250,conarg.co,www.conarg.co - site oficial Conarg AG in rezultate
251,concelex.ro,concelex.ro in rezultate; titlu "Concelex Romania"
252,,doar directoare in rezultate; fara site propriu
253,,doar directoare in rezultate
254,contigrup.ro,contigrup.ro/contact in rezultate; email office@contigrup.ro
255,conversion.ro,rezultate: website www.conversion.ro; email contact@conversion.ro
256,cos.ro,cos.ro homepage in rezultate; email office@cos.ro
257,corteva.com,corteva.com/ro - paginile oficiale Corteva Romania in rezultate
236,paptot.ro,romanian-companies.eu: "Website of BP PUBLISHING MEDIA SRL https://paptot.ro" (editor Forbes Romania)
237,brain4strategy.com.pr,site verificat prin fetch: "Brain 4 Strategy" fondat de Ana-Maria Diceanu; email office@brain4strategy.com.pr
238,brainspotting.ro,site verificat prin fetch: Brainspotting recrutare IT Bucuresti; contact@brainspotting.ro
241,brd.ro,site oficial BRD Groupe Societe Generale verificat prin fetch
243,cdmediase.eu,cdmedia.gr redirect 301 spre gr.cdmediase.eu (CD Media SE distribuitor jocuri/software)
245,cec.ro,Wikipedia CEC Bank: website oficial www.cec.ro
247,colliers.com,colliers.com - site oficial Colliers (pagina en-ro pentru Romania)
